2030207,21518,21518,13,2015-11-28 00:00:00,8306,9783,0,2,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,71498,358339,74989,291635,183497,292262,213916,484906,213729,37510,190669,32678,103905,191906,121872,33848,37480,151079,40668,115519,495107,194660,48,55,44,Organised,53,42,53,Organised,53,39,57,Cover,53,55,47,Organised,38,52,55,Organised,45,50,59,Offside Trap
2030208,21518,21518,13,2015-11-28 00:00:00,9910,9869,2,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,5,7,3,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,246201,183462,18673,358148,213694,72623,466132,49836,246177,213486,130298,33630,150480,384374,150764,239965,359191,242477,395154,541557,580704,474448,55,59,38,Organised,41,48,50,Free Form,55,55,59,Cover,55,48,50,Organised,62,59,38,Organised,45,54,41,Cover
2030209,21518,21518,13,2015-11-27 00:00:00,8581,8603,0,1,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,37656,37597,30276,282473,184091,38469,105351,513086,477472,476769,384413,40648,239964,27461,268273,445907,111801,535600,37824,531629,183350,96652,62,36,65,Organised,71,42,65,Organised,36,33,42,Cover,59,49,37,Organised,59,43,53,Organised,58,49,58,Cover
2030210,21518,21518,13,2015-11-28 00:00:00,9906,8558,1,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,8,6,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,177126,38424,474589,56678,41167,316771,309334,30871,184533,294003,184138,532942,185123,193930,190452,257855,165706,46836,88986,498033,52004,41622,57,50,50,Organised,61,62,49,Organised,49,42,52,Cover,50,52,44,Organised,52,60,40,Free Form,37,40,45,Cover
2030211,21518,21518,13,2015-11-28 00:00:00,9864,7878,2,2,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,25563,104382,18520,41707,41470,238841,39198,37450,46120,215927,213653,104986,150080,46407,108572,239350,282713,533227,489245,80492,534484,495841,42,51,36,Organised,41,40,50,Organised,47,37,52,Offside Trap,57,50,59,Organised,61,63,51,Organised,48,45,62,Cover
2030212,21518,21518,13,2015-11-29 00:00:00,8370,8315,0,3,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,246422,183449,420568,150731,406257,75004,186121,2802,427893,482331,46808,33764,616544,159881,411617,154938,150323,45749,181297,33871,604105,33028,29,52,44,Organised,44,44,47,Organised,54,52,63,Cover,46,46,39,Organised,50,60,36,Free Form,49,57,50,Cover
2030213,21518,21518,14,2015-12-06 00:00:00,10205,8370,2,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,210164,160844,574200,182921,571685,189101,193978,42479,282281,37506,201939,192064,359194,420568,34104,183449,427893,186121,2802,36130,210065,46808,48,42,36,Free Form,36,52,55,Free Form,47,48,44,Cover,29,52,44,Organised,44,44,47,Organised,54,52,63,Cover
2030214,21518,21518,14,2015-12-05 00:00:00,8633,8305,4,1,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,8,8,8,8,11,51949,359193,25921,213499,208077,164684,95078,31097,31921,26166,30893,109222,195335,112205,37479,46391,32999,389202,369800,240054,38573,213489,50,57,46,Free Form,61,41,63,Free Form,52,60,63,Cover,34,41,38,Organised,55,39,49,Organised,43,42,49,Cover
2030215,21518,21518,14,2015-12-06 00:00:00,8560,8372,2,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,245555,607148,33960,282676,80295,41156,205278,75342,33973,150649,46289,33958,449492,113311,280638,246218,156097,433311,40501,213712,193224,200917,60,52,50,Organised,54,60,52,Organised,49,53,53,Cover,62,51,52,Organised,59,55,52,Organised,37,56,49,Cover
2030216,21518,21518,14,2015-12-05 00:00:00,10267,8634,1,1,1,2,4,6,8,3,5,7,4,6,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,6,8,8,11,1,3,3,3,3,7,7,7,10,10,10,489240,318526,361710,192770,391058,75307,570432,40148,428947,324578,241825,37421,33988,37482,38818,150739,25773,154257,30955,30981,40636,19533,35,46,35,Organised,37,51,58,Organised,49,45,53,Cover,36,35,51,Free Form,36,49,56,Free Form,61,65,65,Cover
